2018/2019,2018,08000347,Escola d'Avinyonet del Penedès,1,Públic,01,Dep.Ensenyament,"Pg. de la Grava, s/n",08793,938 970 443,938 970 443,0208,Barcelona Comarques,03,Alt Penedès,08013,080137,Avinyonet del Penedès,00,,02,Avinyó Nou,,398170.99,4579482.188,1.782569346,41.3604101,a8000347@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.3604101, 1.782569346)"
2018/2019,2018,08000359,Escola La Muntanya,1,Públic,01,Dep.Ensenyament,"C. Núria, s/n",08591,938 440 179,,0508,Maresme - Vallès Oriental,41,Vallès Oriental,08014,080142,Aiguafreda,00,,01,Aiguafreda,Vallès Oriental - Granollers,437731.574,4624311.738,2.250841007,41.768202726,a8000359@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.768202726, 2.250841007)"
2018/2019,2018,08000372,Escola Sant Jordi,1,Públic,01,Dep.Ensenyament,"Av. de Sabadell, s/n",08915,933 953 305,933 953 305,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437492.507,4590672.057,2.251476493,41.465208252,a8000372@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.465208252, 2.251476493)"
2018/2019,2018,08000384,Escola Lola Anglada,1,Públic,01,Dep.Ensenyament,"C. Riera de Canyadó, 53",08911,934 642 540,933 895 532,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437881.234,4589740.225,2.256227,41.456845661,a8000384@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.456845661, 2.256227)"
2018/2019,2018,08000396,Escola Ventós i Mir,1,Públic,01,Dep.Ensenyament,"Ptge. Ventós i Mir, 29-31",08912,933 895 523,933 295 523,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436984.454,4588423.606,2.245627785,41.444917282,a8000396@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.444917282, 2.245627785)"
2018/2019,2018,08000402,Escola Feliu i Vegués,1,Públic,01,Dep.Ensenyament,"C. Sírius, 2A",08914,933 871 241,933 871 241,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434884.385,4588440.038,2.220487843,41.444897687,a8000402@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.444897687, 2.220487843)"
2018/2019,2018,08000414,Escola Alexandre Galí,1,Públic,01,Dep.Ensenyament,"Av. d'en Caritg, s/n",08914,933 880 692,933 880 692,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435443.039,4588682.702,2.22714908,41.447128416,a8000414@xtec.cat,,EINF2C,EPRI,,,,,,,,EE,,,,,,,,,,,,,,,,,,,,"(41.447128416, 2.22714908)"
2018/2019,2018,08000499,Sant Domènec Savio,2,Privat,24,Ordes i Cong.,"C. Alfons XII, 111",08912,933 877 254,933 996 612,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436462.567,4588287.268,2.239395027,41.443648185,a8000499@xtec.cat,,EINF2C,EPRI,ESO,,AA01,CFPM,,,,,PFI,,,,,,,,,,,,,,,,,,,"(41.443648185, 2.239395027)"
2018/2019,2018,08000517,Sant Andreu,2,Privat,24,Ordes i Cong.,"C. Arnús, 16-18",08911,933 847 710,933 847 712,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437050.279,4588881.946,2.246367951,41.449050611,a8000517@xtec.cat,,EINF2C,EPRI,ESO,BATX,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.449050611, 2.246367951)"
2018/2019,2018,08000578,Nen Jesús de Praga,2,Privat,26,Soc. Mercantils,"C. Barcelona, 44",08911,933 842 413,933 842 413,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436906.025,4589170.597,2.244610924,41.45163909,a8000578@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.45163909, 2.244610924)"
2018/2019,2018,08000608,Montserrat,2,Privat,26,Soc. Mercantils,"C. Carles I, 9-13",08917,933 880 045,933 880 045,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436165.825,4589179.176,2.235748774,41.451657826,a8000608@xtec.cat,EINF1C,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.451657826, 2.235748774)"
2018/2019,2018,08000670,Mare de Déu de la Salut,2,Privat,22,Fundacions,"Pg. de la  Salut, 36-38",08914,933 876 243,393 876 243,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435462.078,4587943.426,2.227455966,41.440471489,a8000670@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.440471489, 2.227455966)"
2018/2019,2018,08000700,Maristes Champagnat,2,Privat,22,Fundacions,"C. Dos de Maig, 67",08912,933 895 650,934 644 353,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436898.439,4588744.04,2.244564688,41.447796598,a8000700@xtec.cat,,EINF2C,EPRI,ESO,BATX,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.447796598, 2.244564688)"
2018/2019,2018,08000712,Llefià,2,Privat,26,Soc. Mercantils,"C. Europa, 2 i 2 bis/C. Sèquia 1A i 1B",08913,933 883 298,933 830 159,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434572.442,4587696.181,2.216834398,41.438172632,a8000712@xtec.cat,,,,,,,CFPM,,,CFPS,,PFI,,,,,,,,,,,,,,,,,,,"(41.438172632, 2.216834398)"
2018/2019,2018,08000761,Badalonès,2,Privat,26,Soc. Mercantils,"C. Arbres, 17",08912,933 895 716,934 642 674,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437023.682,4588699.789,2.246068553,41.447407876,a8000761@xtec.cat,,EINF2C,EPRI,ESO,BATX,,CFPM,,AA03,CFPS,,,,,,,,,,,,,,,,,,,,Adults,"(41.447407876, 2.246068553)"
2018/2019,2018,08000827,Jesús Maria,2,Privat,24,Ordes i Cong.,"C. Lepant, 3",08917,933 874 696,933 991 619,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435152.818,4588919.342,2.223649561,41.449236368,a8000827@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.449236368, 2.223649561)"
2018/2019,2018,08000864,Cultural,2,Privat,26,Soc. Mercantils,"Ptge. Pi i Gibert, 29-31",08913,933 875 299,933 997 341,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434887.068,4587505.902,2.220620633,41.436484414,a8000864@xtec.cat,EINF1C,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.436484414, 2.220620633)"
2018/2019,2018,08000918,Cultural,2,Privat,41,Persones Físiq.,"Pl. Marquès de Barberà, 13",08911,933 840 451,934 643 185,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437074.441,4589271.561,2.246616594,41.452561663,a8000918@xtec.cat,,EINF2C,EPRI,ESO,BATX,,CFPM,,AA03,CFPS,,,,,,,,,,,,,,,,,,,,,"(41.452561663, 2.246616594)"
2018/2019,2018,08000921,Arrels-Esperança,2,Privat,22,Fundacions,"C. Provença, 7",08914,933 876 199,934 603 078,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435216.459,4587780.529,2.224533537,41.438984545,a8000921@xtec.cat,EINF1C,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.438984545, 2.224533537)"
2018/2019,2018,08000943,Garbí Pere Vergés,2,Privat,22,Fundacions,"Av. de les Palmeres, 5",08916,933 954 311,933 955 921,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437553.269,4591861.493,2.252080927,41.475925915,a8000943@xtec.cat,,EINF2C,EPRI,ESO,BATX,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.475925915, 2.252080927)"
2018/2019,2018,08000967,Betúlia,2,Privat,26,Soc. Mercantils,"C. Conquesta, 57-65",08912,933 996 807,933 972 416,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436843.522,4588437.602,2.243939333,41.445032273,a8000967@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.445032273, 2.243939333)"
2018/2019,2018,08000979,López Torrejón,2,Privat,26,Soc. Mercantils,"C. Roger de Flor, 115-117",08912,934 606 253,934 606 253,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436582.495,4588309.863,2.240828188,41.443861178,a8000979@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.443861178, 2.240828188)"
2018/2019,2018,08000980,Ramiro de Maeztu,2,Privat,26,Soc. Mercantils,"C. Ramiro de Maeztu, s/n",08913,933 880 238,,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434499.949,4587771.29,2.2159586,41.438843203,a8000980@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.438843203, 2.2159586)"
2018/2019,2018,08001029,Boix,2,Privat,26,Soc. Mercantils,"C. Rubió i Ors, 14-16",08915,933 997 502,933 997 502,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436832.859,4590180.253,2.243629384,41.460727038,a8001029@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.460727038, 2.243629384)"
2018/2019,2018,08001030,Cultural Fluvià,2,Privat,26,Soc. Mercantils,"C. Fluvià, 64",08911,934 640 731,,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437164.1,4589411.232,2.247675422,41.453826672,a8001030@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.453826672, 2.247675422)"
2018/2019,2018,08001066,Maria Ward,2,Privat,24,Ordes i Cong.,"C. Sant Frederic, s/n",08913,933 872 898,934 607 886,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434533.269,4588080.428,2.216323911,41.441630235,a8001066@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.441630235, 2.216323911)"
2018/2019,2018,08001108,Mare de Déu de l'Assumpció,2,Privat,22,Fundacions,"C. Sant Joan Evangelista, 22",08918,933 871 554,933 834 468,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435521.986,4587695.052,2.228199539,41.438239272,a8001108@xtec.cat,,EINF2C,EPRI,ESO,BATX,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.438239272, 2.228199539)"
2018/2019,2018,08001133,Arrels-Blanquerna,2,Privat,22,Fundacions,"Av. Roma, 29-31",08915,933 951 657,,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437194.344,4590266.326,2.247948534,41.461530653,a8001133@xtec.cat,EINF1C,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.461530653, 2.247948534)"
2018/2019,2018,08001145,Lestonnac,2,Privat,24,Ordes i Cong.,"C. Santa Joana de Lestonnac, s/n",08918,933 871 295,933 871 295,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435052.664,4587306.96,2.222623965,41.434706008,a8001145@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.434706008, 2.222623965)"
2018/2019,2018,08001157,Minguella,2,Privat,26,Soc. Mercantils,"C. Sta.Madrona,75 i Sta.Maria,30 i 34-36",08911,933 892 287,933 842 913,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,437730.528,4589079.954,2.254490782,41.45088708,a8001157@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.45088708, 2.254490782)"
2018/2019,2018,08001170,Santíssima Trinitat,2,Privat,22,Fundacions,"C. Santiago, 57",08918,933 874 854,934 603 715,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434872.091,4587065.94,2.220488789,41.432520582,a8001170@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.432520582, 2.220488789)"
2018/2019,2018,08001297,Laietània,2,Privat,26,Soc. Mercantils,"C. Saragossa, 18 i 19",08912,933 881 447,,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436415.972,4588518.35,2.238812969,41.445725798,a8001297@xtec.cat,EINF1C,EINF2C,EPRI,ESO,BATX,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.445725798, 2.238812969)"
2018/2019,2018,08001391,Escola Planas i Casals,1,Públic,01,Dep.Ensenyament,"C. Muntaner, 2-18",08917,933 951 406,933 951 406,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436305.01,4590147.12,2.237312895,41.460386888,a8001391@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.460386888, 2.237312895)"
2018/2019,2018,08001421,Institut La Pineda,1,Públic,01,Dep.Ensenyament,"C. de la Batlloria, s/n",08917,933 990 511,933 835 709,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436350.457,4589323.611,2.237943855,41.452973377,a8001421@xtec.cat,,,,ESO,BATX,,CFPM,,AA03,CFPS,,PFI,,,,,,,,,,,,,,,,,,,"(41.452973377, 2.237943855)"
2018/2019,2018,08001431,Institut Isaac Albéniz,1,Públic,01,Dep.Ensenyament,"Parc Serentill, s/n",08915,933 830 511,933 834 738,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436970.728,4589739.495,2.245326127,41.45676809,a8001431@xtec.cat,,,,ESO,BATX,,,,,,,PFI,,,,,,,,,,,,,,,,,,,"(41.45676809, 2.245326127)"
2018/2019,2018,08001443,Institut Eugeni d'Ors,1,Públic,01,Dep.Ensenyament,"Av. Maresme, 192-212",08918,933 875 866,934 602 756,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,435145.583,4587388.207,2.223727324,41.435445285,a8001443@xtec.cat,,,,ESO,BATX,,CFPM,,,CFPS,,PFI,,,,,,,,,,,,,,,,,,,"(41.435445285, 2.223727324)"
2018/2019,2018,08001480,EASD Pau Gargallo,1,Públic,01,Dep.Ensenyament,"Parc Serentill, s/n",08915,933 997 652,933 873 334,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,436930.897,4589693.766,2.244854035,41.456353091,a8001480@xtec.cat,,,,,BATX,,,,,,,,,CFAM,,CFAS,ESDI,,,,,,,,,,,,,,"(41.456353091, 2.244854035)"
2018/2019,2018,08001509,Escola Antoni Botey,1,Públic,01,Dep.Ensenyament,"Av. Doctor Bassols, 77 A",08913,933 872 589,933 872 589,0208,Barcelona Comarques,13,Barcelonès,08015,080155,Badalona,00,,01,Badalona,Badalona,434946.395,4587962.476,2.221281543,41.440601451,a8001509@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.440601451, 2.221281543)"
2018/2019,2018,08001522,Escola Galceran de Pinós,1,Públic,01,Dep.Ensenyament,"Av. Reina Elisenda, 2",08695,938 244 116,938 244 116,1060,Catalunya Central,14,Berguedà,08016,080168,Bagà,00,,01,Bagà,,406146.589,4678570.693,1.862222707,42.253692594,a8001522@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(42.253692594, 1.862222707)"
2018/2019,2018,08001534,Escola Joan XXIII,1,Públic,01,Dep.Ensenyament,"C. Escoles, s/n",08550,938 898 304,938 898 304,1060,Catalunya Central,24,Osona,08017,080174,Balenyà,00,,02,Els Hostalets de Balenyà,Osona,436652.321,4629755.225,2.237276483,41.817142435,a8001534@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.817142435, 2.237276483)"
2018/2019,2018,08001583,Escola Guillem de Balsareny,1,Públic,01,Dep.Ensenyament,"C. Carrilet, 8",08660,938 396 188,938 396 188,1060,Catalunya Central,07,Bages,08018,080180,Balsareny,00,,01,Balsareny,Bages,406740.708,4634991.713,1.876363761,41.861342461,a8001583@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.861342461, 1.876363761)"
2018/2019,2018,08001595,Escola Baixeras,1,Públic,01,Dep.Ensenyament,"C. Salvador Aulet, 1",08002,933 105 295,933 105 295,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,01,DM I - Ciutat vella,01,Barcelona,,431418.712,4581581.65,2.179781021,41.382837911,a8001595@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.382837911, 2.179781021)"
2018/2019,2018,08001601,Escola Parc de la Ciutadella,1,Públic,01,Dep.Ensenyament,"Pg. de Circumval·lació, 5",08003,933 195 847,933 190 811,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,01,DM I - Ciutat vella,01,Barcelona,,432043.487,4581811.656,2.187226685,41.384962524,a8001601@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.384962524, 2.187226685)"
2018/2019,2018,08001649,Escola Mossèn Jacint Verdaguer,1,Públic,01,Dep.Ensenyament,"C. Lleida, 32",08004,934 240 201,934 240 201,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,03,DM III - Sants - Montjuïc,01,Barcelona,,429320.146,4580541.621,2.154806442,41.373289088,a8001649@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.373289088, 2.154806442)"
2018/2019,2018,08001650,Escola El Polvorí,1,Públic,01,Dep.Ensenyament,"Camí del Polvorí, 8-10",08038,933 327 496,933 327 496,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,03,DM III - Sants - Montjuïc,01,Barcelona,,428312.092,4579480.531,2.1428788,41.36364306,a8001650@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.36364306, 2.1428788)"
2018/2019,2018,08001674,Escola Can Clos,1,Públic,01,Dep.Ensenyament,"C. Pedrera del Mussol, 10-14",08038,933 326 145,933 326 145,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,03,DM III - Sants - Montjuïc,01,Barcelona,,428700.682,4579156.768,2.147562456,41.360761545,a8001674@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.360761545, 2.147562456)"
2018/2019,2018,08001716,Escola Dolors Monserdà-Santapau,1,Públic,01,Dep.Ensenyament,"Av. Vallvidrera, 9",08017,932 031 278,932 031 278,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,05,DM V - Sarrià - Sant Gervasi,01,Barcelona,,426079.608,4584119.718,2.11562359,41.405224297,a8001716@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.405224297, 2.11562359)"
2018/2019,2018,08020085,Oms i de Prat,2,Privat,22,Fundacions,"C. Oms i de Prat, 2",08241,938 731 100,938 731 104,1060,Catalunya Central,07,Bages,08113,081136,Manresa,00,,06,Manresa,Bages,403021.585,4619802.54,1.834044388,41.724115022,a8020085@xtec.cat,,EINF2C,EPRI,ESO,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.724115022, 1.834044388)"
2018/2019,2018,08001731,Escola Poeta Foix,1,Públic,01,Dep.Ensenyament,"C. Balmes, 298",08006,932 018 152,932 018 034,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,05,DM V - Sarrià - Sant Gervasi,01,Barcelona,,428603.843,4583766.675,2.14586166,41.402272726,a8001731@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.402272726, 2.14586166)"
2018/2019,2018,08001777,Escola Ramon Llull,1,Públic,01,Dep.Ensenyament,"Av. Diagonal, 275",08013,932 313 457,932 322 198,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,02,DM II - Eixample,01,Barcelona,,431270.687,4583584.012,2.177783622,41.400859936,a8001777@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.400859936, 2.177783622)"
2018/2019,2018,08001789,Escola Cervantes,1,Públic,01,Dep.Ensenyament,"C. Sant Pere Més Baix, 31",08003,932 682 050,932 682 050,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,01,DM I - Ciutat vella,01,Barcelona,,431222.936,4582067.916,2.177384602,41.387200845,a8001789@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.387200845, 2.177384602)"
2018/2019,2018,08001790,Escola Pere Vila,1,Públic,01,Dep.Ensenyament,"Pg. Lluís Companys, 18",08018,933 099 417,934 856 120,0108,Consorci d'Educació de Barcelona,13,Barcelonès,08019,080193,Barcelona,01,DM I - Ciutat vella,01,Barcelona,,431557.018,4582514.451,2.181329579,41.391251152,a8001790@xtec.cat,,EINF2C,EPRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(41.391251152, 2.181329579)"
